surgeon_id,surgeon_name,speciality,subspecialty,preferred_retractor_size,preferred_drill_brand,needs_backup_suction,years_of_experience,hospital_affiliation,procedure,instrument,generation_timestamp
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Hip Ryplacement,Joint Retractor,2026-05-09T14:10:58.799655
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Knee Replacement,Bone Saw,20/05/2020 17:50
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Clubfoot Correction,Bone Chisel,10/01/1991 05:00
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Joint Replacement,Intramedullary Nail,2026-05-09T14:10:58.799706
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,  HIP REPLACEMENT ,Joint Retractor,2026-05-09T14:10:58.799714
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Total Knee Arthroplasty,BONE SAW,2026-05-09T14:10:58.799721
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Hip Replacement,Bone Saw,2026-05-09T14:10:58.799726
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Joint Replacement,  External Fixator ,2026-05-09T14:10:58.799731
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Vertebroplasty   ,  Elevxtor ,2026-05-09T14:10:58.799739
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,  Bone zement Gun ,02/10/1984 05:37
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement,  Bxne Saw ,
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Shoulder Arthroscopy   ,Joint Retractor,INVALID_DATE
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Hxp Replacement,Oycillating Saw,2026-05-09T14:10:58.799789
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Growth Plate Surgery,Growth Rod   ,2026-05-09T14:10:58.799794
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Clubfoot Cxrrection,Kirschner Wire,2026-05-09T14:10:58.799803
,mr hartman,,SPINE,S,STRYKER,FALSE,,,DISKECTOMY,Pedicle Screw   ,INVALID_DATE
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Bone Grafting,drill,2026-05-09T14:10:58.799814
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Open Reduction Internal Fixation   ,External Fixator,2026-05-09T14:10:58.799819
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,total knee arthroplasty,Bone Saw,2026-05-09T14:10:58.799826
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,hix replacement,bone cement gun   ,2026-05-09T14:10:58.799838
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Growth Plate Surgery,growth rod,2026-05-09T14:10:58.799844
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Knee Arthroplasty,Bone Cement Gun,05/11/1994 01:28
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Shoulder Arthroscopy,  Bone Cement Gun ,2026-05-09T14:10:58.799874
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Shoulder Arthroscopy,Bone Cement Gun,26/01/2018 21:36
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total Hip Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.799902
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,Bone Cxment Gun,15/12/1974 10:40
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Total Knee Arthroplasty,bone rasp,2026-05-09T14:10:58.799932
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Scoliosis Surgery   ,Pediatric Drill,2026-05-09T14:10:58.799938
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Ankle Reconstruction,West self retaining retractor,2026-05-09T14:10:58.799944
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement   ,Boye Cement Gun   ,2026-05-09T14:10:58.799955
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Fracture Fixation,Bone Plate,
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Opxn Reduction Internal Fixation   ,External Fixator,2026-05-09T14:10:58.799968
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,  Growth Plate Surgery ,Pediatric Driyl   ,02/01/1973 00:36
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,HIP REPLACEMENT,Oscillating Saw,INVALID_DATE
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminectomy,PEDICLE SCREW,07/02/1995 11:24
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,  FORAMINOTOMY ,Elevator,24/12/1983 02:51
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair,Growth Rod,2026-05-09T14:10:58.800050
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Total Knee Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.800057
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Bunion Removal,SMALL BONE NIBBLER,20/02/2026 22:30
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Knee Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.800091
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Bunion Removal,small bone nibbler,
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Growth Plate Surgery,GROWTH ROD,2026-05-09T14:10:58.800102
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Knee Replacement,  Bone Saw ,2026-05-09T14:10:58.800108
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,  Diskectxmy ,Curytte,
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Achilles Repair,small boxe nibbler,31/03/1994 17:07
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Flatfoot Correction,west self retaining retractor,2026-05-09T14:10:58.800148
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,external fiyation,Bone Plate,2026-05-09T14:10:58.800158
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Spinal Fusion,ELEVATOR,2026-05-09T14:10:58.800165
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Hip Replacement,Oscillating Saw,2026-05-09T14:10:58.800171
,mr hartman,,SPINE,S,STRYKER,FALSE,,,  Shoulder Arthroscopy ,Bone Cement Gun,2026-05-09T14:10:58.800180
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Hip Arthroplasty,Bone Saw   ,2026-05-09T14:10:58.800186
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Tozal Knee Arthroplasty,Joint Retractor,
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Fracture Fixatxon,Screwdrivyr,2026-05-09T14:10:58.800200
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement,Bone CementyGun,INVALID_DATE
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Diskectomy,Curxtte,16/04/2002 18:31
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Fracture Fixation,Screzdriver,
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Knee Replacement,Joint Retractor,2026-05-09T14:10:58.800240
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Total Knee Artyroplasty   ,joxnt retractor,2026-05-09T14:10:58.800250
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Laminectomy,Elevator,2026-05-09T14:10:58.800255
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Arthrodysis,mallet,INVALID_DATE
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Toyal Knee Arthroplasty,Joint Retractor,2026-05-09T14:10:58.800271
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Open Reduction Internal Fixation,Sczewdriver,2026-05-09T14:10:58.800279
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,xiskectomy,Elevatxr,2026-05-09T14:10:58.800286
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Knee Repzacement,BZNE SAW,INVALID_DATE
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vertebroplasty,  Rongeur ,2026-05-09T14:10:58.800298
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,Screwdriver,2026-05-09T14:10:58.800304
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,  Growth Plate Surgery ,Growth Rod,27/10/2011 05:17
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Flatfoot Correction,mallet,2026-05-09T14:10:58.800335
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Hip Arthroplasty,Bone xasp,
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Shoulder Arthroscopy,Bone Cement Gun,2026-05-09T14:10:58.800352
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hip Arthroplasty,Oscillating Saw   ,2026-05-09T14:10:58.800358
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Hip Replaceyent,Bone Cemeny Gun,2026-05-09T14:10:58.800369
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Bunion Removal,scryw driver,2026-05-09T14:10:58.800377
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Diskeczomy,  Curette ,
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,ARTHRODESIS,screw driver,07/09/2004 03:43
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Shoulder Arthroscopy,Bone Rasp,2026-05-09T14:10:58.800412
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Hip Replacement,Boxe Rasp,2026-05-09T14:10:58.800420
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Hip Replacement,Oscillating Saw,2026-05-09T14:10:58.800426
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Clubfoot Correction   ,external fixator,2026-05-09T14:10:58.800433
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Knee Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.800441
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair,Pediatric Drill,2026-05-09T14:10:58.800446
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Bunion Removal,screw driver,2026-05-09T14:10:58.800452
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Total Kzee Arthroplasty,Oscillating Saw,INVALID_DATE
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Azthrodesis,  small bone niybler ,10/04/1972 03:27
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Bunion Removal,Power drill,19/04/2016 14:12
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,HIP REPLACEMENT,Oscillating Saw,2026-05-09T14:10:58.800513
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,laminectomy,Pedicle Screw,14/01/1972 16:32
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Joint Replacement,Bone Plate,2026-05-09T14:10:58.800542
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Scoliosis Surgzry,Bone Chisel,2026-05-09T14:10:58.800551
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Total Knee Arthroplasty,BONE RASP,2026-05-09T14:10:58.800560
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Growth Plate Surgery,Pediatric Drill,2026-05-09T14:10:58.800567
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,DISKECTOMY,Rongeur,2026-05-09T14:10:58.800573
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Spinal Fusion,Pedicle Screw,INVALID_DATE
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,  arthrodesis ,SMALL BONE NIBBLER   ,INVALID_DATE
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fractuye Repair,External Fixator,2026-05-09T14:10:58.800587
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Knee Replacement,Boye Rasp,2026-05-09T14:10:58.800594
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminectomy,Pedicle Screw   ,2026-05-09T14:10:58.800600
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Scxliosis Surgery,Bone Chisel,04/03/2024 02:10
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Bunion Removal,small bone nibbler,2026-05-09T14:10:58.800630
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Shoulder Arthroscopy,Bone Rasp,
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Hip Arthroplasty,Bone Saw,24/04/2004 17:31
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Hip Replacement,Bone Saw,2026-05-09T14:10:58.800665
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,  Clubfoot Correction ,Bone Chxsel,2026-05-09T14:10:58.800677
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Total Hip Arthroplasty,OSCILLATING SAW,2026-05-09T14:10:58.800684
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,BunionyRemoval,  POWER DRILL ,2026-05-09T14:10:58.800692
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Foyaminotomy   ,  Pedicle Screw ,2026-05-09T14:10:58.800699
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,foraminotymy,Rongezr,2026-05-09T14:10:58.800709
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vertebroplasty,Curette,2026-05-09T14:10:58.800714
